Year,Month,State,Species,Metric Tons,Pounds
2008,Apr,Texas,"OYSTER, EASTERN",126.60,279133.00
2009,Apr,Texas,"OYSTER, EASTERN",96.80,213473.00
2010,Apr,Texas,"OYSTER, EASTERN",179.60,395948.00
2011,Apr,Texas,"OYSTER, EASTERN",302.80,667585.00
2012,Apr,Texas,"OYSTER, EASTERN",352.00,775971.00
2013,Apr,Texas,"OYSTER, EASTERN",389.20,858054.00
2014,Apr,Texas,"OYSTER, EASTERN",41.90,92402.00
2015,Apr,Texas,"OYSTER, EASTERN",69.60,153502.00
2016,Apr,Texas,"OYSTER, EASTERN",95.70,210905.00
1990,May,Alabama,"OYSTER, EASTERN",0.20,350.00
1991,May,Alabama,"OYSTER, EASTERN",14.70,32338.00
1992,May,Alabama,"OYSTER, EASTERN",40.50,89383.00
1993,May,Alabama,"OYSTER, EASTERN",42.30,93288.00
1994,May,Alabama,"OYSTER, EASTERN",15.60,34350.00
1995,May,Alabama,"OYSTER, EASTERN",26.30,57965.00
1996,May,Alabama,"OYSTER, EASTERN",26.10,57443.00
1997,May,Alabama,"OYSTER, EASTERN",23.10,50922.00
1998,May,Alabama,"OYSTER, EASTERN",20.70,45591.00
1999,May,Alabama,"OYSTER, EASTERN",10.20,22406.00
2000,May,Alabama,"OYSTER, EASTERN",26.60,58593.00
2001,May,Alabama,"OYSTER, EASTERN",28.80,63533.00
2002,May,Alabama,"OYSTER, EASTERN",24.00,52912.00
2003,May,Alabama,"OYSTER, EASTERN",13.30,29425.00
2004,May,Alabama,"OYSTER, EASTERN",45.50,100332.00
2005,May,Alabama,"OYSTER, EASTERN",73.90,162834.00
2006,May,Alabama,"OYSTER, EASTERN",39.10,86192.00
2007,May,Alabama,"OYSTER, EASTERN",36.60,80709.00
2008,May,Alabama,"OYSTER, EASTERN",3.40,7443.00
2015,May,Alabama,"OYSTER, EASTERN",1.30,2768.00
2016,May,Alabama,"OYSTER, EASTERN",1.30,2758.00
1990,May,Florida West Coast,"OYSTER, EASTERN",88.00,194011.00
1991,May,Florida West Coast,"OYSTER, EASTERN",63.20,139381.00
1992,May,Florida West Coast,"OYSTER, EASTERN",82.80,182438.00
1993,May,Florida West Coast,"OYSTER, EASTERN",91.00,200666.00
1994,May,Florida West Coast,"OYSTER, EASTERN",109.30,241033.00
1995,May,Florida West Coast,"OYSTER, EASTERN",70.30,154907.00
1996,May,Florida West Coast,"OYSTER, EASTERN",52.30,115212.00
1997,May,Florida West Coast,"OYSTER, EASTERN",51.20,112963.00
1998,May,Florida West Coast,"OYSTER, EASTERN",58.00,127838.00
1999,May,Florida West Coast,"OYSTER, EASTERN",70.30,155037.00
2000,May,Florida West Coast,"OYSTER, EASTERN",79.80,175909.00
2001,May,Florida West Coast,"OYSTER, EASTERN",114.50,252425.00
2002,May,Florida West Coast,"OYSTER, EASTERN",56.80,125207.00
2003,May,Florida West Coast,"OYSTER, EASTERN",61.60,135910.00
2004,May,Florida West Coast,"OYSTER, EASTERN",56.00,123564.00
2005,May,Florida West Coast,"OYSTER, EASTERN",64.50,142260.00
2006,May,Florida West Coast,"OYSTER, EASTERN",68.60,151246.00
2007,May,Florida West Coast,"OYSTER, EASTERN",97.60,215141.00
2008,May,Florida West Coast,"OYSTER, EASTERN",77.00,169832.00
2009,May,Florida West Coast,"OYSTER, EASTERN",100.40,221267.00
2010,May,Florida West Coast,"OYSTER, EASTERN",100.80,222254.00
2011,May,Florida West Coast,"OYSTER, EASTERN",97.70,215485.00
2012,May,Florida West Coast,"OYSTER, EASTERN",142.40,313933.00
2013,May,Florida West Coast,"OYSTER, EASTERN",40.10,88417.00
2014,May,Florida West Coast,"OYSTER, EASTERN",15.10,33324.00
2015,May,Florida West Coast,"OYSTER, EASTERN",32.70,72096.00
2016,May,Florida West Coast,"OYSTER, EASTERN",39.80,87810.00
1990,May,Louisiana,"OYSTER, EASTERN",379.20,835937.00
1991,May,Louisiana,"OYSTER, EASTERN",336.40,741645.00
1992,May,Louisiana,"OYSTER, EASTERN",285.00,628242.00
1993,May,Louisiana,"OYSTER, EASTERN",299.80,660982.00
1994,May,Louisiana,"OYSTER, EASTERN",344.10,758568.00
1995,May,Louisiana,"OYSTER, EASTERN",466.30,1027923.00
1996,May,Louisiana,"OYSTER, EASTERN",407.80,898975.00
1997,May,Louisiana,"OYSTER, EASTERN",404.80,892515.00
1998,May,Louisiana,"OYSTER, EASTERN",552.50,1217973.00
1999,May,Louisiana,"OYSTER, EASTERN",504.30,1111676.00
2000,May,Louisiana,"OYSTER, EASTERN",498.10,1098177.00
2001,May,Louisiana,"OYSTER, EASTERN",572.00,1261102.00
2002,May,Louisiana,"OYSTER, EASTERN",564.40,1244367.00
2003,May,Louisiana,"OYSTER, EASTERN",608.20,1340859.00
2004,May,Louisiana,"OYSTER, EASTERN",710.30,1565980.00
2005,May,Louisiana,"OYSTER, EASTERN",734.60,1619482.00
2006,May,Louisiana,"OYSTER, EASTERN",641.50,1414194.00
2007,May,Louisiana,"OYSTER, EASTERN",555.30,1224125.00
2008,May,Louisiana,"OYSTER, EASTERN",543.10,1197310.00
2009,May,Louisiana,"OYSTER, EASTERN",721.50,1590566.00
2010,May,Louisiana,"OYSTER, EASTERN",433.40,955400.00
2011,May,Louisiana,"OYSTER, EASTERN",560.20,1234976.00
2012,May,Louisiana,"OYSTER, EASTERN",519.30,1144858.00
2013,May,Louisiana,"OYSTER, EASTERN",601.30,1325647.00
2014,May,Louisiana,"OYSTER, EASTERN",845.60,1864292.00
2015,May,Louisiana,"OYSTER, EASTERN",670.90,1479032.00
2016,May,Louisiana,"OYSTER, EASTERN",590.40,1301617.00
1993,May,Mississippi,"OYSTER, EASTERN",71.10,156688.00
1994,May,Mississippi,"OYSTER, EASTERN",70.00,154301.00
1995,May,Mississippi,"OYSTER, EASTERN",83.70,184527.00
2002,May,Mississippi,"OYSTER, EASTERN",66.30,146136.00
2003,May,Mississippi,"OYSTER, EASTERN",150.10,330840.00
2008,May,Mississippi,"OYSTER, EASTERN",63.90,140856.00
2011,May,Mississippi,"OYSTER, EASTERN",7.30,16160.00
1990,May,Texas,"OYSTER, EASTERN",36.90,81377.00
1991,May,Texas,"OYSTER, EASTERN",99.90,220345.00
1992,May,Texas,"OYSTER, EASTERN",47.10,103776.00
1993,May,Texas,"OYSTER, EASTERN",56.60,124741.00
1994,May,Texas,"OYSTER, EASTERN",73.80,162664.00
1995,May,Texas,"OYSTER, EASTERN",109.90,242341.00
1996,May,Texas,"OYSTER, EASTERN",101.10,222883.00
1997,May,Texas,"OYSTER, EASTERN",57.10,125844.00
1998,May,Texas,"OYSTER, EASTERN",84.40,186044.00
1999,May,Texas,"OYSTER, EASTERN",117.70,259579.00
2000,May,Texas,"OYSTER, EASTERN",136.40,300619.00
2001,May,Texas,"OYSTER, EASTERN",90.00,198364.00
2002,May,Texas,"OYSTER, EASTERN",82.80,182544.00
2003,May,Texas,"OYSTER, EASTERN",127.30,280738.00
2004,May,Texas,"OYSTER, EASTERN",140.50,309787.00
2005,May,Texas,"OYSTER, EASTERN",86.40,190471.00
2006,May,Texas,"OYSTER, EASTERN",94.40,208111.00
2007,May,Texas,"OYSTER, EASTERN",86.60,190980.00
2008,May,Texas,"OYSTER, EASTERN",58.00,127823.00
2009,May,Texas,"OYSTER, EASTERN",28.60,63107.00
2010,May,Texas,"OYSTER, EASTERN",23.80,52397.00
2011,May,Texas,"OYSTER, EASTERN",61.30,135050.00
2012,May,Texas,"OYSTER, EASTERN",98.00,215956.00
2013,May,Texas,"OYSTER, EASTERN",109.70,241899.00
2014,May,Texas,"OYSTER, EASTERN",38.30,84404.00
2015,May,Texas,"OYSTER, EASTERN",15.50,34207.00
2016,May,Texas,"OYSTER, EASTERN",24.00,52875.00
1990,Jun,Alabama,"OYSTER, EASTERN",0.40,918.00
1991,Jun,Alabama,"OYSTER, EASTERN",1.30,2974.00
1992,Jun,Alabama,"OYSTER, EASTERN",22.40,49365.00
1993,Jun,Alabama,"OYSTER, EASTERN",34.80,76743.00
1994,Jun,Alabama,"OYSTER, EASTERN",12.00,26543.00
1995,Jun,Alabama,"OYSTER, EASTERN",19.20,42236.00
1996,Jun,Alabama,"OYSTER, EASTERN",14.30,31511.00
1997,Jun,Alabama,"OYSTER, EASTERN",20.60,45511.00
1998,Jun,Alabama,"OYSTER, EASTERN",15.20,33515.00
1999,Jun,Alabama,"OYSTER, EASTERN",8.60,19019.00
2000,Jun,Alabama,"OYSTER, EASTERN",16.60,36636.00
2001,Jun,Alabama,"OYSTER, EASTERN",32.20,70944.00
2002,Jun,Alabama,"OYSTER, EASTERN",22.70,50133.00
2003,Jun,Alabama,"OYSTER, EASTERN",26.70,58792.00
2004,Jun,Alabama,"OYSTER, EASTERN",26.40,58238.00
2005,Jun,Alabama,"OYSTER, EASTERN",44.70,98486.00
2006,Jun,Alabama,"OYSTER, EASTERN",29.00,63963.00
2007,Jun,Alabama,"OYSTER, EASTERN",24.90,54988.00
2008,Jun,Alabama,"OYSTER, EASTERN",2.50,5481.00
2012,Jun,Alabama,"OYSTER, EASTERN",0.10,304.00
2015,Jun,Alabama,"OYSTER, EASTERN",0.40,981.00
2016,Jun,Alabama,"OYSTER, EASTERN",1.30,2969.00
1990,Jun,Florida West Coast,"OYSTER, EASTERN",69.60,153504.00
1991,Jun,Florida West Coast,"OYSTER, EASTERN",60.90,134181.00
1992,Jun,Florida West Coast,"OYSTER, EASTERN",84.30,185793.00
1993,Jun,Florida West Coast,"OYSTER, EASTERN",96.40,212474.00
1994,Jun,Florida West Coast,"OYSTER, EASTERN",95.50,210587.00
1995,Jun,Florida West Coast,"OYSTER, EASTERN",50.20,110720.00
1996,Jun,Florida West Coast,"OYSTER, EASTERN",9.10,19956.00
1997,Jun,Florida West Coast,"OYSTER, EASTERN",63.30,139588.00
1998,Jun,Florida West Coast,"OYSTER, EASTERN",55.20,121786.00
1999,Jun,Florida West Coast,"OYSTER, EASTERN",75.30,166068.00
2000,Jun,Florida West Coast,"OYSTER, EASTERN",73.30,161566.00
2001,Jun,Florida West Coast,"OYSTER, EASTERN",83.70,184484.00
2002,Jun,Florida West Coast,"OYSTER, EASTERN",57.10,125980.00
2003,Jun,Florida West Coast,"OYSTER, EASTERN",49.50,109049.00
2004,Jun,Florida West Coast,"OYSTER, EASTERN",49.60,109403.00
2005,Jun,Florida West Coast,"OYSTER, EASTERN",58.60,129265.00
2006,Jun,Florida West Coast,"OYSTER, EASTERN",66.10,145665.00
2007,Jun,Florida West Coast,"OYSTER, EASTERN",104.10,229577.00
2008,Jun,Florida West Coast,"OYSTER, EASTERN",74.60,164530.00
2009,Jun,Florida West Coast,"OYSTER, EASTERN",139.10,306746.00
2010,Jun,Florida West Coast,"OYSTER, EASTERN",64.90,143027.00
2011,Jun,Florida West Coast,"OYSTER, EASTERN",118.20,260564.00
2012,Jun,Florida West Coast,"OYSTER, EASTERN",151.90,334933.00
2013,Jun,Florida West Coast,"OYSTER, EASTERN",128.70,283782.00
2014,Jun,Florida West Coast,"OYSTER, EASTERN",68.10,150221.00
2015,Jun,Florida West Coast,"OYSTER, EASTERN",32.50,71675.00
2016,Jun,Florida West Coast,"OYSTER, EASTERN",20.80,45954.00
1990,Jun,Louisiana,"OYSTER, EASTERN",389.80,859405.00
1991,Jun,Louisiana,"OYSTER, EASTERN",196.90,434065.00
1992,Jun,Louisiana,"OYSTER, EASTERN",298.10,657189.00
1993,Jun,Louisiana,"OYSTER, EASTERN",311.80,687386.00
1994,Jun,Louisiana,"OYSTER, EASTERN",388.00,855465.00
1995,Jun,Louisiana,"OYSTER, EASTERN",455.20,1003584.00
1996,Jun,Louisiana,"OYSTER, EASTERN",380.20,838180.00
1997,Jun,Louisiana,"OYSTER, EASTERN",493.40,1087746.00
1998,Jun,Louisiana,"OYSTER, EASTERN",531.50,1171639.00
1999,Jun,Louisiana,"OYSTER, EASTERN",510.10,1124496.00
2000,Jun,Louisiana,"OYSTER, EASTERN",551.30,1215387.00
2001,Jun,Louisiana,"OYSTER, EASTERN",502.30,1107461.00
2002,Jun,Louisiana,"OYSTER, EASTERN",482.40,1063598.00
2003,Jun,Louisiana,"OYSTER, EASTERN",617.80,1361976.00
2004,Jun,Louisiana,"OYSTER, EASTERN",670.40,1478063.00
2005,Jun,Louisiana,"OYSTER, EASTERN",664.20,1464352.00
2006,Jun,Louisiana,"OYSTER, EASTERN",619.60,1366037.00
2007,Jun,Louisiana,"OYSTER, EASTERN",502.60,1107950.00
2008,Jun,Louisiana,"OYSTER, EASTERN",438.50,966696.00
2009,Jun,Louisiana,"OYSTER, EASTERN",595.90,1313738.00
2010,Jun,Louisiana,"OYSTER, EASTERN",185.50,409032.00
2011,Jun,Louisiana,"OYSTER, EASTERN",476.80,1051227.00
2012,Jun,Louisiana,"OYSTER, EASTERN",509.10,1122296.00
2013,Jun,Louisiana,"OYSTER, EASTERN",598.50,1319343.00
2014,Jun,Louisiana,"OYSTER, EASTERN",632.30,1394027.00
2015,Jun,Louisiana,"OYSTER, EASTERN",607.20,1338642.00
2016,Jun,Louisiana,"OYSTER, EASTERN",565.70,1247119.00
1992,Jun,Mississippi,"OYSTER, EASTERN",0.10,160.00
1995,Jun,Mississippi,"OYSTER, EASTERN",75.80,167188.00
1990,Jun,Texas,"OYSTER, EASTERN",61.70,135976.00
1991,Jun,Texas,"OYSTER, EASTERN",54.30,119754.00
1992,Jun,Texas,"OYSTER, EASTERN",69.20,152550.00
1993,Jun,Texas,"OYSTER, EASTERN",61.10,134647.00
1994,Jun,Texas,"OYSTER, EASTERN",85.60,188617.00
1995,Jun,Texas,"OYSTER, EASTERN",100.40,221307.00
1996,Jun,Texas,"OYSTER, EASTERN",124.00,273334.00
1997,Jun,Texas,"OYSTER, EASTERN",88.70,195511.00
1998,Jun,Texas,"OYSTER, EASTERN",61.60,135767.00
1999,Jun,Texas,"OYSTER, EASTERN",106.10,234011.00
2000,Jun,Texas,"OYSTER, EASTERN",131.10,288926.00
2001,Jun,Texas,"OYSTER, EASTERN",80.20,176769.00
2002,Jun,Texas,"OYSTER, EASTERN",132.60,292234.00
2003,Jun,Texas,"OYSTER, EASTERN",131.40,289767.00
2004,Jun,Texas,"OYSTER, EASTERN",104.10,229391.00
2005,Jun,Texas,"OYSTER, EASTERN",80.40,177277.00
2006,Jun,Texas,"OYSTER, EASTERN",29.80,65627.00
2007,Jun,Texas,"OYSTER, EASTERN",58.60,129204.00
2008,Jun,Texas,"OYSTER, EASTERN",79.00,174198.00
2009,Jun,Texas,"OYSTER, EASTERN",59.90,132022.00
2010,Jun,Texas,"OYSTER, EASTERN",142.90,315040.00
2011,Jun,Texas,"OYSTER, EASTERN",55.50,122347.00
2012,Jun,Texas,"OYSTER, EASTERN",137.80,303833.00
2013,Jun,Texas,"OYSTER, EASTERN",80.30,177012.00
2014,Jun,Texas,"OYSTER, EASTERN",35.80,78954.00
2016,Jun,Texas,"OYSTER, EASTERN",10.00,22033.00
1990,Jul,Alabama,"OYSTER, EASTERN",0.60,1329.00
1991,Jul,Alabama,"OYSTER, EASTERN",0.40,866.00
1992,Jul,Alabama,"OYSTER, EASTERN",20.70,45623.00
1993,Jul,Alabama,"OYSTER, EASTERN",14.70,32406.00
1994,Jul,Alabama,"OYSTER, EASTERN",14.10,31195.00
1995,Jul,Alabama,"OYSTER, EASTERN",15.70,34528.00
1996,Jul,Alabama,"OYSTER, EASTERN",19.70,43514.00
1997,Jul,Alabama,"OYSTER, EASTERN",17.50,38554.00
1998,Jul,Alabama,"OYSTER, EASTERN",10.50,23132.00
1999,Jul,Alabama,"OYSTER, EASTERN",8.70,19152.00
2000,Jul,Alabama,"OYSTER, EASTERN",18.50,40818.00
2001,Jul,Alabama,"OYSTER, EASTERN",24.80,54772.00
2002,Jul,Alabama,"OYSTER, EASTERN",23.20,51169.00
2003,Jul,Alabama,"OYSTER, EASTERN",20.80,45838.00
2004,Jul,Alabama,"OYSTER, EASTERN",28.20,62268.00
2005,Jul,Alabama,"OYSTER, EASTERN",10.50,23064.00
2006,Jul,Alabama,"OYSTER, EASTERN",23.40,51677.00
2007,Jul,Alabama,"OYSTER, EASTERN",14.60,32088.00
2008,Jul,Alabama,"OYSTER, EASTERN",1.80,3969.00
2014,Jul,Alabama,"OYSTER, EASTERN",0.40,825.00
2015,Jul,Alabama,"OYSTER, EASTERN",0.60,1285.00
2016,Jul,Alabama,"OYSTER, EASTERN",3.70,8158.00
1990,Jul,Florida West Coast,"OYSTER, EASTERN",88.90,196085.00
1991,Jul,Florida West Coast,"OYSTER, EASTERN",72.50,159801.00
1992,Jul,Florida West Coast,"OYSTER, EASTERN",88.10,194280.00
1993,Jul,Florida West Coast,"OYSTER, EASTERN",83.10,183140.00
1994,Jul,Florida West Coast,"OYSTER, EASTERN",16.40,36125.00
1995,Jul,Florida West Coast,"OYSTER, EASTERN",38.00,83742.00
1996,Jul,Florida West Coast,"OYSTER, EASTERN",20.20,44459.00
1997,Jul,Florida West Coast,"OYSTER, EASTERN",69.80,153821.00
1998,Jul,Florida West Coast,"OYSTER, EASTERN",63.90,140884.00
1999,Jul,Florida West Coast,"OYSTER, EASTERN",62.80,138533.00
2000,Jul,Florida West Coast,"OYSTER, EASTERN",89.60,197497.00
2001,Jul,Florida West Coast,"OYSTER, EASTERN",100.20,220850.00
2002,Jul,Florida West Coast,"OYSTER, EASTERN",60.50,133345.00
2003,Jul,Florida West Coast,"OYSTER, EASTERN",41.80,92055.00
2004,Jul,Florida West Coast,"OYSTER, EASTERN",62.30,137265.00
2005,Jul,Florida West Coast,"OYSTER, EASTERN",26.70,58858.00
2006,Jul,Florida West Coast,"OYSTER, EASTERN",87.60,193112.00
2007,Jul,Florida West Coast,"OYSTER, EASTERN",88.40,194794.00
2008,Jul,Florida West Coast,"OYSTER, EASTERN",72.20,159138.00
2009,Jul,Florida West Coast,"OYSTER, EASTERN",102.80,226721.00
2010,Jul,Florida West Coast,"OYSTER, EASTERN",79.70,175740.00
2011,Jul,Florida West Coast,"OYSTER, EASTERN",101.00,222649.00
2012,Jul,Florida West Coast,"OYSTER, EASTERN",159.50,351533.00
2013,Jul,Florida West Coast,"OYSTER, EASTERN",37.30,82254.00
2014,Jul,Florida West Coast,"OYSTER, EASTERN",50.20,110592.00
2015,Jul,Florida West Coast,"OYSTER, EASTERN",23.50,51750.00
2016,Jul,Florida West Coast,"OYSTER, EASTERN",9.00,19740.00
1990,Jul,Louisiana,"OYSTER, EASTERN",274.70,605609.00
1991,Jul,Louisiana,"OYSTER, EASTERN",252.90,557542.00
1992,Jul,Louisiana,"OYSTER, EASTERN",328.60,724399.00
1993,Jul,Louisiana,"OYSTER, EASTERN",281.50,620587.00
1994,Jul,Louisiana,"OYSTER, EASTERN",380.40,838682.00
1995,Jul,Louisiana,"OYSTER, EASTERN",498.40,1098823.00
1996,Jul,Louisiana,"OYSTER, EASTERN",449.30,990505.00
1997,Jul,Louisiana,"OYSTER, EASTERN",562.40,1239926.00
1998,Jul,Louisiana,"OYSTER, EASTERN",636.30,1402755.00
1999,Jul,Louisiana,"OYSTER, EASTERN",531.60,1172047.00
2000,Jul,Louisiana,"OYSTER, EASTERN",501.20,1104888.00
2001,Jul,Louisiana,"OYSTER, EASTERN",540.20,1190975.00
2002,Jul,Louisiana,"OYSTER, EASTERN",497.90,1097617.00
2003,Jul,Louisiana,"OYSTER, EASTERN",666.30,1468881.00
2004,Jul,Louisiana,"OYSTER, EASTERN",574.40,1266328.00
2005,Jul,Louisiana,"OYSTER, EASTERN",563.90,1243255.00
2006,Jul,Louisiana,"OYSTER, EASTERN",551.00,1214769.00
2007,Jul,Louisiana,"OYSTER, EASTERN",534.00,1177336.00
2008,Jul,Louisiana,"OYSTER, EASTERN",443.00,976703.00
2009,Jul,Louisiana,"OYSTER, EASTERN",659.00,1452776.00
2010,Jul,Louisiana,"OYSTER, EASTERN",138.10,304473.00
2011,Jul,Louisiana,"OYSTER, EASTERN",495.50,1092304.00
2012,Jul,Louisiana,"OYSTER, EASTERN",544.90,1201275.00
2013,Jul,Louisiana,"OYSTER, EASTERN",560.00,1234473.00
2014,Jul,Louisiana,"OYSTER, EASTERN",516.30,1138138.00
2015,Jul,Louisiana,"OYSTER, EASTERN",571.60,1260152.00
2016,Jul,Louisiana,"OYSTER, EASTERN",521.70,1150163.00
1990,Jul,Texas,"OYSTER, EASTERN",32.60,71892.00
1991,Jul,Texas,"OYSTER, EASTERN",66.60,146880.00
1992,Jul,Texas,"OYSTER, EASTERN",58.70,129450.00
1993,Jul,Texas,"OYSTER, EASTERN",58.30,128435.00
1994,Jul,Texas,"OYSTER, EASTERN",106.40,234607.00
1995,Jul,Texas,"OYSTER, EASTERN",97.30,214464.00
1996,Jul,Texas,"OYSTER, EASTERN",130.50,287807.00
1997,Jul,Texas,"OYSTER, EASTERN",102.30,225629.00
1999,Jul,Texas,"OYSTER, EASTERN",121.00,266807.00
2000,Jul,Texas,"OYSTER, EASTERN",137.60,303399.00
2001,Jul,Texas,"OYSTER, EASTERN",98.20,216582.00
2002,Jul,Texas,"OYSTER, EASTERN",113.80,250812.00
2003,Jul,Texas,"OYSTER, EASTERN",140.40,309630.00
2004,Jul,Texas,"OYSTER, EASTERN",125.50,276712.00
2005,Jul,Texas,"OYSTER, EASTERN",69.20,152549.00
2006,Jul,Texas,"OYSTER, EASTERN",41.10,90582.00
2007,Jul,Texas,"OYSTER, EASTERN",60.00,132250.00
2008,Jul,Texas,"OYSTER, EASTERN",70.00,154247.00
2009,Jul,Texas,"OYSTER, EASTERN",41.00,90390.00
2010,Jul,Texas,"OYSTER, EASTERN",45.20,99559.00
2011,Jul,Texas,"OYSTER, EASTERN",31.80,70106.00
2012,Jul,Texas,"OYSTER, EASTERN",74.60,164391.00
2013,Jul,Texas,"OYSTER, EASTERN",76.40,168454.00
2014,Jul,Texas,"OYSTER, EASTERN",55.80,122912.00
2015,Jul,Texas,"OYSTER, EASTERN",36.30,80102.00
2016,Jul,Texas,"OYSTER, EASTERN",32.90,72585.00
1990,Aug,Alabama,"OYSTER, EASTERN",0.30,743.00
1992,Aug,Alabama,"OYSTER, EASTERN",30.90,68086.00
1993,Aug,Alabama,"OYSTER, EASTERN",25.30,55691.00
1994,Aug,Alabama,"OYSTER, EASTERN",16.70,36738.00
1995,Aug,Alabama,"OYSTER, EASTERN",14.10,31164.00
1996,Aug,Alabama,"OYSTER, EASTERN",17.30,38206.00
1997,Aug,Alabama,"OYSTER, EASTERN",16.40,36134.00
1998,Aug,Alabama,"OYSTER, EASTERN",11.20,24710.00
1999,Aug,Alabama,"OYSTER, EASTERN",8.30,18238.00
2000,Aug,Alabama,"OYSTER, EASTERN",35.00,77213.00
2001,Aug,Alabama,"OYSTER, EASTERN",19.30,42514.00
2002,Aug,Alabama,"OYSTER, EASTERN",26.70,58805.00
2003,Aug,Alabama,"OYSTER, EASTERN",24.50,53922.00
2004,Aug,Alabama,"OYSTER, EASTERN",29.30,64547.00
2005,Aug,Alabama,"OYSTER, EASTERN",17.50,38482.00
2006,Aug,Alabama,"OYSTER, EASTERN",17.50,38665.00
2007,Aug,Alabama,"OYSTER, EASTERN",17.00,37444.00
2008,Aug,Alabama,"OYSTER, EASTERN",0.90,2026.00
2011,Aug,Alabama,"OYSTER, EASTERN",0.70,1516.00
2015,Aug,Alabama,"OYSTER, EASTERN",0.60,1312.00
2016,Aug,Alabama,"OYSTER, EASTERN",2.70,5887.00
1990,Aug,Florida West Coast,"OYSTER, EASTERN",56.90,125514.00
1991,Aug,Florida West Coast,"OYSTER, EASTERN",48.20,106235.00
1992,Aug,Florida West Coast,"OYSTER, EASTERN",58.30,128602.00
1993,Aug,Florida West Coast,"OYSTER, EASTERN",59.60,131447.00
1995,Aug,Florida West Coast,"OYSTER, EASTERN",13.50,29672.00
1996,Aug,Florida West Coast,"OYSTER, EASTERN",22.30,49068.00
1997,Aug,Florida West Coast,"OYSTER, EASTERN",50.30,110826.00
1998,Aug,Florida West Coast,"OYSTER, EASTERN",56.50,124594.00
1999,Aug,Florida West Coast,"OYSTER, EASTERN",55.70,122758.00
2000,Aug,Florida West Coast,"OYSTER, EASTERN",109.40,241107.00
2001,Aug,Florida West Coast,"OYSTER, EASTERN",61.90,136478.00
2002,Aug,Florida West Coast,"OYSTER, EASTERN",42.20,92998.00
2003,Aug,Florida West Coast,"OYSTER, EASTERN",30.00,66183.00
2004,Aug,Florida West Coast,"OYSTER, EASTERN",30.20,66505.00
2005,Aug,Florida West Coast,"OYSTER, EASTERN",36.20,79810.00
2006,Aug,Florida West Coast,"OYSTER, EASTERN",52.70,116199.00
2007,Aug,Florida West Coast,"OYSTER, EASTERN",64.40,142079.00
2008,Aug,Florida West Coast,"OYSTER, EASTERN",46.20,101887.00
2009,Aug,Florida West Coast,"OYSTER, EASTERN",66.80,147254.00
2010,Aug,Florida West Coast,"OYSTER, EASTERN",65.90,145227.00
2011,Aug,Florida West Coast,"OYSTER, EASTERN",98.20,216461.00
2012,Aug,Florida West Coast,"OYSTER, EASTERN",89.70,197716.00
2013,Aug,Florida West Coast,"OYSTER, EASTERN",57.60,126953.00
2014,Aug,Florida West Coast,"OYSTER, EASTERN",37.60,82930.00
2015,Aug,Florida West Coast,"OYSTER, EASTERN",17.40,38387.00
2016,Aug,Florida West Coast,"OYSTER, EASTERN",6.40,14057.00
1990,Aug,Louisiana,"OYSTER, EASTERN",255.00,562067.00
1991,Aug,Louisiana,"OYSTER, EASTERN",270.00,595146.00
1992,Aug,Louisiana,"OYSTER, EASTERN",208.30,459257.00
1993,Aug,Louisiana,"OYSTER, EASTERN",288.90,636916.00
1994,Aug,Louisiana,"OYSTER, EASTERN",396.10,873195.00
1995,Aug,Louisiana,"OYSTER, EASTERN",546.40,1204589.00
1996,Aug,Louisiana,"OYSTER, EASTERN",471.30,1039015.00
1997,Aug,Louisiana,"OYSTER, EASTERN",530.20,1168779.00
1998,Aug,Louisiana,"OYSTER, EASTERN",535.00,1179451.00
1999,Aug,Louisiana,"OYSTER, EASTERN",476.40,1050212.00
2000,Aug,Louisiana,"OYSTER, EASTERN",485.20,1069758.00
2001,Aug,Louisiana,"OYSTER, EASTERN",529.70,1167680.00
2002,Aug,Louisiana,"OYSTER, EASTERN",489.80,1079870.00
2003,Aug,Louisiana,"OYSTER, EASTERN",507.00,1117690.00
2004,Aug,Louisiana,"OYSTER, EASTERN",554.90,1223263.00
2005,Aug,Louisiana,"OYSTER, EASTERN",286.90,632460.00
2006,Aug,Louisiana,"OYSTER, EASTERN",462.30,1019100.00
2007,Aug,Louisiana,"OYSTER, EASTERN",483.80,1066635.00
2008,Aug,Louisiana,"OYSTER, EASTERN",491.50,1083634.00
2009,Aug,Louisiana,"OYSTER, EASTERN",573.20,1263687.00
2010,Aug,Louisiana,"OYSTER, EASTERN",124.20,273764.00
2011,Aug,Louisiana,"OYSTER, EASTERN",461.30,1017037.00
2012,Aug,Louisiana,"OYSTER, EASTERN",461.90,1018218.00
2013,Aug,Louisiana,"OYSTER, EASTERN",506.70,1117071.00
2014,Aug,Louisiana,"OYSTER, EASTERN",488.60,1077067.00
2015,Aug,Louisiana,"OYSTER, EASTERN",487.50,1074708.00
2016,Aug,Louisiana,"OYSTER, EASTERN",484.80,1068777.00
1990,Aug,Texas,"OYSTER, EASTERN",15.80,34757.00
1991,Aug,Texas,"OYSTER, EASTERN",29.30,64682.00
1992,Aug,Texas,"OYSTER, EASTERN",68.20,150362.00
1993,Aug,Texas,"OYSTER, EASTERN",66.60,146740.00
1994,Aug,Texas,"OYSTER, EASTERN",103.80,228797.00
1995,Aug,Texas,"OYSTER, EASTERN",132.70,292638.00
1996,Aug,Texas,"OYSTER, EASTERN",112.60,248153.00
