Year,Month,State,Species,Metric Tons,Pounds,$
2016,Feb,Florida West Coast,"PORGY, JOLTHEAD",1.8,"3,882","5,130"
1997,Feb,Florida West Coast,"PORGY, KNOBBED",0.8,"1,868","1,014"
1998,Feb,Florida West Coast,"PORGY, KNOBBED",0.3,738,419
1999,Feb,Florida West Coast,"PORGY, KNOBBED",1.9,"4,136","2,505"
2000,Feb,Florida West Coast,"PORGY, KNOBBED",1.3,"2,838","2,182"
2001,Feb,Florida West Coast,"PORGY, KNOBBED",1.9,"4,136","2,789"
2002,Feb,Florida West Coast,"PORGY, KNOBBED",2.6,"5,629","3,525"
2003,Feb,Florida West Coast,"PORGY, KNOBBED",0.9,"2,093","1,301"
2004,Feb,Florida West Coast,"PORGY, KNOBBED",1,"2,183","1,292"
2005,Feb,Florida West Coast,"PORGY, KNOBBED",0,96,93
2006,Feb,Florida West Coast,"PORGY, KNOBBED",0.1,239,257
2012,Feb,Florida West Coast,"PORGY, KNOBBED",0.2,448,447
2013,Feb,Florida West Coast,"PORGY, KNOBBED",0,95,83
2014,Feb,Florida West Coast,"PORGY, KNOBBED",0.1,313,359
2015,Feb,Florida West Coast,"PORGY, KNOBBED",0.2,473,335
2016,Feb,Florida West Coast,"PORGY, KNOBBED",1.1,"2,386","2,658"
1997,Feb,Florida West Coast,"PORGY, RED",2.1,"4,625","3,805"
1998,Feb,Florida West Coast,"PORGY, RED",0.5,"1,049","1,429"
1999,Feb,Florida West Coast,"PORGY, RED",1.6,"3,560","3,679"
2000,Feb,Florida West Coast,"PORGY, RED",2.7,"5,870","5,547"
2001,Feb,Florida West Coast,"PORGY, RED",3,"6,558","7,926"
2002,Feb,Florida West Coast,"PORGY, RED",2.6,"5,676","6,103"
2003,Feb,Florida West Coast,"PORGY, RED",1.8,"4,048","4,159"
2004,Feb,Florida West Coast,"PORGY, RED",3.6,"7,860","8,484"
2005,Feb,Florida West Coast,"PORGY, RED",1.5,"3,367","3,766"
2006,Feb,Florida West Coast,"PORGY, RED",1.6,"3,477","4,055"
2007,Feb,Florida West Coast,"PORGY, RED",4,"8,716","9,952"
2008,Feb,Florida West Coast,"PORGY, RED",6.3,"13,852","15,093"
