Year,Month,State,Species,Metric Tons,Pounds,$
2002,Jun,Florida West Coast,RAYS,4.6,"10,147","1,522"
2015,Jun,Florida West Coast,RAYS,0,13,101
2016,Jun,Florida West Coast,RAYS,0.3,687,"1,226"
2007,Jun,Texas,"RAY,STINGRAYS",0,72,96
2009,Jun,Texas,"RAY,STINGRAYS",0.1,221,260
2010,Jun,Texas,"RAY,STINGRAYS",0.1,154,250
2012,Jun,Texas,"RAY,STINGRAYS",0.1,161,257
2013,Jun,Texas,"RAY,STINGRAYS",0.2,339,345
2014,Jun,Texas,"RAY,STINGRAYS",0.2,497,512
2015,Jun,Texas,"RAY,STINGRAYS",0.2,531,569
2016,Jun,Texas,"RAY,STINGRAYS",0.1,140,140
2002,Jul,Alabama,"RAY,STINGRAYS",0,55,14
2014,Jul,Florida West Coast,"RAY,STINGRAYS",0,26,719
2015,Jul,Florida West Coast,"RAY,STINGRAYS",0,10,75
2016,Jul,Florida West Coast,"RAY,STINGRAYS",0,11,301
1990,Jul,Florida West Coast,RAYS,9.1,"19,967","1,091"
1991,Jul,Florida West Coast,RAYS,12.1,"26,655","1,814"
1992,Jul,Florida West Coast,RAYS,24,"52,834","3,117"
1993,Jul,Florida West Coast,RAYS,2.8,"6,151",642
1994,Jul,Florida West Coast,RAYS,2.1,"4,672",536
1995,Jul,Florida West Coast,RAYS,18.5,"40,794","4,125"
2015,Jul,Florida West Coast,RAYS,0,53,209
2016,Jul,Florida West Coast,RAYS,0,71,"1,714"
1995,Jul,Louisiana,RAYS,0.3,642,137
2007,Jul,Texas,"RAY,STINGRAYS",0,78,94
2010,Jul,Texas,"RAY,STINGRAYS",0.1,207,277
2012,Jul,Texas,"RAY,STINGRAYS",0,94,115
2013,Jul,Texas,"RAY,STINGRAYS",0,81,113
2014,Jul,Texas,"RAY,STINGRAYS",0.1,280,319
2016,Jul,Texas,"RAY,STINGRAYS",0.1,185,185
2002,Aug,Alabama,"RAY,STINGRAYS",0.6,"1,337",336
2012,Aug,Alabama,"RAY,STINGRAYS",0,86,14
2014,Aug,Florida West Coast,"RAY,STINGRAYS",0,84,"9,307"
2015,Aug,Florida West Coast,"RAY,STINGRAYS",0,44,383
2016,Aug,Florida West Coast,"RAY,STINGRAYS",0,24,204
1990,Aug,Florida West Coast,RAYS,20.8,"45,766","2,886"
1991,Aug,Florida West Coast,RAYS,12.1,"26,594","2,350"
1992,Aug,Florida West Coast,RAYS,9.1,"20,166","1,536"
1993,Aug,Florida West Coast,RAYS,30.2,"66,491","3,989"
1994,Aug,Florida West Coast,RAYS,10.3,"22,656","1,529"
2002,Aug,Florida West Coast,RAYS,7.9,"17,360","2,110"
2014,Aug,Florida West Coast,RAYS,0.4,873,233
2015,Aug,Florida West Coast,RAYS,0.1,192,852
2016,Aug,Florida West Coast,RAYS,0,22,208
1994,Aug,Louisiana,RAYS,0.2,337,96
2010,Aug,Texas,"RAY,STINGRAYS",0,98,144
2012,Aug,Texas,"RAY,STINGRAYS",0.1,216,216
2013,Aug,Texas,"RAY,STINGRAYS",0.1,239,238
2014,Aug,Texas,"RAY,STINGRAYS",0.1,255,239
2015,Aug,Texas,"RAY,STINGRAYS",0.1,277,296
2016,Aug,Texas,"RAY,STINGRAYS",0.1,150,153
2002,Sep,Alabama,"RAY,STINGRAYS",0.4,795,199
2011,Sep,Alabama,"RAY,STINGRAYS",0.1,163,37
2012,Sep,Alabama,"RAY,STINGRAYS",0.1,246,41
2014,Sep,Florida West Coast,"RAY,STINGRAYS",0,35,"1,496"
2015,Sep,Florida West Coast,"RAY,STINGRAYS",0,21,574
2016,Sep,Florida West Coast,"RAY,STINGRAYS",0,28,259
1990,Sep,Florida West Coast,RAYS,13.4,"29,531","1,846"
1991,Sep,Florida West Coast,RAYS,9.9,"21,907","2,275"
1992,Sep,Florida West Coast,RAYS,11.5,"25,445","2,463"
1993,Sep,Florida West Coast,RAYS,6.2,"13,653",819
1994,Sep,Florida West Coast,RAYS,4.9,"10,723",768
2014,Sep,Florida West Coast,RAYS,0,10,54
2016,Sep,Florida West Coast,RAYS,0.5,"1,067",367
1991,Sep,Louisiana,RAYS,0,58,14
1994,Sep,Louisiana,RAYS,0.7,"1,594",335
2010,Sep,Texas,"RAY,STINGRAYS",0.1,259,298
2012,Sep,Texas,"RAY,STINGRAYS",0.1,240,392
2014,Sep,Texas,"RAY,STINGRAYS",0,34,34
2015,Sep,Texas,"RAY,STINGRAYS",1,"2,291","2,208"
2002,Oct,Alabama,"RAY,STINGRAYS",1.7,"3,685",921
2012,Oct,Alabama,"RAY,STINGRAYS",0.1,176,35
2013,Oct,Alabama,"RAY,STINGRAYS",0.1,232,49
2014,Oct,Florida West Coast,"RAY,STINGRAYS",0,20,"2,097"
2015,Oct,Florida West Coast,"RAY,STINGRAYS",0,22,350
2016,Oct,Florida West Coast,"RAY,STINGRAYS",0,16,"1,695"
1990,Oct,Florida West Coast,RAYS,12.4,"27,335","1,858"
1991,Oct,Florida West Coast,RAYS,11.2,"24,620","2,461"
1992,Oct,Florida West Coast,RAYS,3,"6,643",753
1993,Oct,Florida West Coast,RAYS,11.5,"25,347","1,540"
2002,Oct,Florida West Coast,RAYS,0.7,"1,616",323
2015,Oct,Florida West Coast,RAYS,0,95,"1,059"
2016,Oct,Florida West Coast,RAYS,0,26,79
2013,Oct,Texas,"RAY,STINGRAYS",0,71,155
2014,Oct,Texas,"RAY,STINGRAYS",0,102,107
2015,Oct,Texas,"RAY,STINGRAYS",0.2,357,268
2016,Oct,Texas,"RAY,STINGRAYS",0,98,98
2002,Nov,Alabama,"RAY,STINGRAYS",0.1,132,33
2012,Nov,Alabama,"RAY,STINGRAYS",0,16,2
2013,Nov,Alabama,"RAY,STINGRAYS",0,42,9
2016,Nov,Florida West Coast,"RAY,STINGRAYS",0,56,"8,901"
