Year,Month,State,Species,Metric Tons,Pounds
1998,Sep,Texas,"AMBERJACK, GREATER",3.2,"7,051"
1999,Sep,Texas,"AMBERJACK, GREATER",2.3,"5,054"
2000,Sep,Texas,"AMBERJACK, GREATER",0.8,"1,772"
2001,Sep,Texas,"AMBERJACK, GREATER",5,"11,043"
2002,Sep,Texas,"AMBERJACK, GREATER",0.7,"1,627"
2003,Sep,Texas,"AMBERJACK, GREATER",2.1,"4,538"
2005,Sep,Texas,"AMBERJACK, GREATER",4.5,"9,921"
2006,Sep,Texas,"AMBERJACK, GREATER",1.6,"3,582"
2007,Sep,Texas,"AMBERJACK, GREATER",17.3,"38,212"
2009,Sep,Texas,"AMBERJACK, GREATER",6.7,"14,682"
2010,Sep,Texas,"AMBERJACK, GREATER",2.5,"5,596"
2011,Sep,Texas,"AMBERJACK, GREATER",16,"35,184"
1992,Oct,Alabama,AMBERJACK,0.5,"1,197"
2000,Oct,Alabama,AMBERJACK,0.5,"1,169"
2002,Oct,Alabama,AMBERJACK,0,45
2002,Oct,Alabama,"AMBERJACK, GREATER",0.5,"1,099"
2009,Oct,Alabama,"AMBERJACK, GREATER",0.8,"1,670"
2002,Oct,Alabama,"AMBERJACK, LESSER",0,90
2009,Oct,Alabama,"AMBERJACK, LESSER",0.1,133
1990,Oct,Florida West Coast,AMBERJACK,30.6,"67,489"
1991,Oct,Florida West Coast,AMBERJACK,20.3,"44,672"
1996,Oct,Florida West Coast,AMBERJACK,0.4,841
1997,Oct,Florida West Coast,AMBERJACK,0.2,462
2002,Oct,Florida West Coast,AMBERJACK,0.3,712
1992,Oct,Florida West Coast,"AMBERJACK, GREATER",50.6,"111,485"
1993,Oct,Florida West Coast,"AMBERJACK, GREATER",29.2,"64,301"
1994,Oct,Florida West Coast,"AMBERJACK, GREATER",31.2,"68,812"
1995,Oct,Florida West Coast,"AMBERJACK, GREATER",13.9,"30,553"
1996,Oct,Florida West Coast,"AMBERJACK, GREATER",18.7,"41,127"
1997,Oct,Florida West Coast,"AMBERJACK, GREATER",18.7,"41,241"
1998,Oct,Florida West Coast,"AMBERJACK, GREATER",17.2,"37,970"
1999,Oct,Florida West Coast,"AMBERJACK, GREATER",14.9,"32,744"
2000,Oct,Florida West Coast,"AMBERJACK, GREATER",17.9,"39,496"
2001,Oct,Florida West Coast,"AMBERJACK, GREATER",13.7,"30,152"
2002,Oct,Florida West Coast,"AMBERJACK, GREATER",21.8,"48,067"
2003,Oct,Florida West Coast,"AMBERJACK, GREATER",24.1,"53,077"
2004,Oct,Florida West Coast,"AMBERJACK, GREATER",22.3,"49,234"
2005,Oct,Florida West Coast,"AMBERJACK, GREATER",15.6,"34,399"
2006,Oct,Florida West Coast,"AMBERJACK, GREATER",8.9,"19,695"
2007,Oct,Florida West Coast,"AMBERJACK, GREATER",7.9,"17,430"
2008,Oct,Florida West Coast,"AMBERJACK, GREATER",15,"33,087"
2009,Oct,Florida West Coast,"AMBERJACK, GREATER",19.4,"42,723"
2010,Oct,Florida West Coast,"AMBERJACK, GREATER",17.1,"37,651"
2011,Oct,Florida West Coast,"AMBERJACK, GREATER",15.6,"34,489"
2012,Oct,Florida West Coast,"AMBERJACK, GREATER",1.6,"3,564"
2013,Oct,Florida West Coast,"AMBERJACK, GREATER",7.1,"15,671"
2014,Oct,Florida West Coast,"AMBERJACK, GREATER",5.3,"11,679"
2015,Oct,Florida West Coast,"AMBERJACK, GREATER",4.9,"10,771"
2016,Oct,Florida West Coast,"AMBERJACK, GREATER",0.2,391
1991,Oct,Florida West Coast,"AMBERJACK, LESSER",0.8,"1,859"
1992,Oct,Florida West Coast,"AMBERJACK, LESSER",0.8,"1,708"
1993,Oct,Florida West Coast,"AMBERJACK, LESSER",0.4,803
1994,Oct,Florida West Coast,"AMBERJACK, LESSER",2.9,"6,411"
1995,Oct,Florida West Coast,"AMBERJACK, LESSER",0.3,723
1996,Oct,Florida West Coast,"AMBERJACK, LESSER",1,"2,138"
1997,Oct,Florida West Coast,"AMBERJACK, LESSER",1.7,"3,700"
1998,Oct,Florida West Coast,"AMBERJACK, LESSER",0.3,753
1999,Oct,Florida West Coast,"AMBERJACK, LESSER",1,"2,243"
2000,Oct,Florida West Coast,"AMBERJACK, LESSER",0.9,"1,936"
2001,Oct,Florida West Coast,"AMBERJACK, LESSER",2.1,"4,674"
2002,Oct,Florida West Coast,"AMBERJACK, LESSER",0.8,"1,769"
2003,Oct,Florida West Coast,"AMBERJACK, LESSER",1.2,"2,663"
2004,Oct,Florida West Coast,"AMBERJACK, LESSER",1.2,"2,545"
2007,Oct,Florida West Coast,"AMBERJACK, LESSER",2.7,"5,906"
2008,Oct,Florida West Coast,"AMBERJACK, LESSER",0.6,"1,229"
2009,Oct,Florida West Coast,"AMBERJACK, LESSER",2.1,"4,683"
2010,Oct,Florida West Coast,"AMBERJACK, LESSER",0.3,710
2011,Oct,Florida West Coast,"AMBERJACK, LESSER",0.1,154
2012,Oct,Florida West Coast,"AMBERJACK, LESSER",0.3,579
2015,Oct,Florida West Coast,"AMBERJACK, LESSER",0.1,164
2016,Oct,Florida West Coast,"AMBERJACK, LESSER",0.1,132
1990,Oct,Louisiana,AMBERJACK,11.4,"25,028"
1991,Oct,Louisiana,AMBERJACK,8.8,"19,357"
1992,Oct,Louisiana,AMBERJACK,8.8,"19,403"
1993,Oct,Louisiana,AMBERJACK,15.1,"33,241"
1994,Oct,Louisiana,AMBERJACK,4.8,"10,598"
1995,Oct,Louisiana,AMBERJACK,2.8,"6,246"
1996,Oct,Louisiana,AMBERJACK,1.3,"2,772"
1997,Oct,Louisiana,AMBERJACK,8.1,"17,799"
1998,Oct,Louisiana,AMBERJACK,2.2,"4,845"
1999,Oct,Louisiana,AMBERJACK,2.4,"5,392"
2000,Oct,Louisiana,"AMBERJACK, GREATER",11,"24,172"
2001,Oct,Louisiana,"AMBERJACK, GREATER",1.8,"3,864"
2002,Oct,Louisiana,"AMBERJACK, GREATER",8.2,"18,020"
2003,Oct,Louisiana,"AMBERJACK, GREATER",10,"21,967"
2004,Oct,Louisiana,"AMBERJACK, GREATER",9.1,"20,027"
2006,Oct,Louisiana,"AMBERJACK, GREATER",2.4,"5,325"
2007,Oct,Louisiana,"AMBERJACK, GREATER",2.6,"5,651"
2009,Oct,Louisiana,"AMBERJACK, GREATER",6.2,"13,615"
2011,Oct,Louisiana,"AMBERJACK, GREATER",6.9,"15,108"
2000,Oct,Louisiana,"AMBERJACK, LESSER",0.1,207
2001,Oct,Louisiana,"AMBERJACK, LESSER",0.2,429
2002,Oct,Louisiana,"AMBERJACK, LESSER",2.1,"4,566"
2003,Oct,Louisiana,"AMBERJACK, LESSER",1.1,"2,522"
2004,Oct,Louisiana,"AMBERJACK, LESSER",0.3,622
2002,Oct,Mississippi,"AMBERJACK, GREATER",0.1,312
2002,Oct,Mississippi,"AMBERJACK, LESSER",0,52
1990,Oct,Texas,AMBERJACK,2.5,"5,442"
1991,Oct,Texas,AMBERJACK,2,"4,449"
1992,Oct,Texas,AMBERJACK,3.6,"8,019"
1993,Oct,Texas,AMBERJACK,6.1,"13,558"
1994,Oct,Texas,"AMBERJACK, GREATER",3,"6,535"
1995,Oct,Texas,"AMBERJACK, GREATER",4.5,"9,998"
1996,Oct,Texas,"AMBERJACK, GREATER",2.9,"6,404"
1997,Oct,Texas,"AMBERJACK, GREATER",1.1,"2,329"
1998,Oct,Texas,"AMBERJACK, GREATER",3.4,"7,409"
1999,Oct,Texas,"AMBERJACK, GREATER",1.3,"2,832"
2000,Oct,Texas,"AMBERJACK, GREATER",1.4,"3,048"
2001,Oct,Texas,"AMBERJACK, GREATER",2.6,"5,756"
2002,Oct,Texas,"AMBERJACK, GREATER",2.4,"5,294"
2003,Oct,Texas,"AMBERJACK, GREATER",2.4,"5,269"
2004,Oct,Texas,"AMBERJACK, GREATER",0.3,737
2005,Oct,Texas,"AMBERJACK, GREATER",1.3,"2,832"
2006,Oct,Texas,"AMBERJACK, GREATER",1.7,"3,810"
2007,Oct,Texas,"AMBERJACK, GREATER",3.2,"7,078"
2008,Oct,Texas,"AMBERJACK, GREATER",3.2,"7,035"
2009,Oct,Texas,"AMBERJACK, GREATER",4.4,"9,743"
2010,Oct,Texas,"AMBERJACK, GREATER",5.3,"11,720"
2011,Oct,Texas,"AMBERJACK, GREATER",15.7,"34,533"
2000,Nov,Alabama,AMBERJACK,0.6,"1,329"
2002,Nov,Alabama,AMBERJACK,0,38
2002,Nov,Alabama,"AMBERJACK, GREATER",0,102
2003,Nov,Alabama,"AMBERJACK, GREATER",0.5,"1,189"
2007,Nov,Alabama,"AMBERJACK, GREATER",0.2,385
2002,Nov,Alabama,"AMBERJACK, LESSER",0.1,143
1990,Nov,Florida West Coast,AMBERJACK,26.5,"58,431"
1991,Nov,Florida West Coast,AMBERJACK,24.5,"54,030"
1993,Nov,Florida West Coast,AMBERJACK,0.2,545
1994,Nov,Florida West Coast,AMBERJACK,1,"2,260"
1996,Nov,Florida West Coast,AMBERJACK,0.4,803
1992,Nov,Florida West Coast,"AMBERJACK, GREATER",38.3,"84,434"
1993,Nov,Florida West Coast,"AMBERJACK, GREATER",27.4,"60,457"
1994,Nov,Florida West Coast,"AMBERJACK, GREATER",23.8,"52,376"
1995,Nov,Florida West Coast,"AMBERJACK, GREATER",24.1,"53,181"
1996,Nov,Florida West Coast,"AMBERJACK, GREATER",26.6,"58,666"
1997,Nov,Florida West Coast,"AMBERJACK, GREATER",19.5,"42,912"
1998,Nov,Florida West Coast,"AMBERJACK, GREATER",31.2,"68,818"
1999,Nov,Florida West Coast,"AMBERJACK, GREATER",21.8,"47,961"
2000,Nov,Florida West Coast,"AMBERJACK, GREATER",21.7,"47,907"
2001,Nov,Florida West Coast,"AMBERJACK, GREATER",18.6,"41,046"
2002,Nov,Florida West Coast,"AMBERJACK, GREATER",17.9,"39,393"
2003,Nov,Florida West Coast,"AMBERJACK, GREATER",22.1,"48,757"
2004,Nov,Florida West Coast,"AMBERJACK, GREATER",24.1,"53,156"
2005,Nov,Florida West Coast,"AMBERJACK, GREATER",20.2,"44,550"
2006,Nov,Florida West Coast,"AMBERJACK, GREATER",15.5,"34,072"
2007,Nov,Florida West Coast,"AMBERJACK, GREATER",12.7,"28,036"
2008,Nov,Florida West Coast,"AMBERJACK, GREATER",25,"55,223"
2009,Nov,Florida West Coast,"AMBERJACK, GREATER",13.3,"29,324"
2010,Nov,Florida West Coast,"AMBERJACK, GREATER",3.4,"7,493"
2011,Nov,Florida West Coast,"AMBERJACK, GREATER",5.4,"11,884"
2012,Nov,Florida West Coast,"AMBERJACK, GREATER",1.6,"3,480"
2013,Nov,Florida West Coast,"AMBERJACK, GREATER",2.1,"4,623"
2015,Nov,Florida West Coast,"AMBERJACK, GREATER",4.5,"9,812"
2016,Nov,Florida West Coast,"AMBERJACK, GREATER",0.1,295
1991,Nov,Florida West Coast,"AMBERJACK, LESSER",1.7,"3,752"
1992,Nov,Florida West Coast,"AMBERJACK, LESSER",0.3,637
1993,Nov,Florida West Coast,"AMBERJACK, LESSER",0.9,"2,024"
1994,Nov,Florida West Coast,"AMBERJACK, LESSER",0.9,"1,936"
1995,Nov,Florida West Coast,"AMBERJACK, LESSER",2.3,"5,177"
1996,Nov,Florida West Coast,"AMBERJACK, LESSER",1.5,"3,220"
1997,Nov,Florida West Coast,"AMBERJACK, LESSER",0.6,"1,352"
1998,Nov,Florida West Coast,"AMBERJACK, LESSER",1.6,"3,609"
1999,Nov,Florida West Coast,"AMBERJACK, LESSER",0.6,"1,304"
2000,Nov,Florida West Coast,"AMBERJACK, LESSER",1.2,"2,747"
2001,Nov,Florida West Coast,"AMBERJACK, LESSER",0.8,"1,763"
2002,Nov,Florida West Coast,"AMBERJACK, LESSER",0.9,"1,909"
2003,Nov,Florida West Coast,"AMBERJACK, LESSER",0.8,"1,852"
2004,Nov,Florida West Coast,"AMBERJACK, LESSER",2.8,"6,271"
2006,Nov,Florida West Coast,"AMBERJACK, LESSER",0,51
2007,Nov,Florida West Coast,"AMBERJACK, LESSER",0.1,289
2008,Nov,Florida West Coast,"AMBERJACK, LESSER",0.9,"2,037"
2009,Nov,Florida West Coast,"AMBERJACK, LESSER",0.1,180
2011,Nov,Florida West Coast,"AMBERJACK, LESSER",0,48
2012,Nov,Florida West Coast,"AMBERJACK, LESSER",0.2,386
2013,Nov,Florida West Coast,"AMBERJACK, LESSER",0,83
2015,Nov,Florida West Coast,"AMBERJACK, LESSER",0.1,176
2016,Nov,Florida West Coast,"AMBERJACK, LESSER",0.1,330
1990,Nov,Louisiana,AMBERJACK,8.3,"18,400"
1991,Nov,Louisiana,AMBERJACK,6.1,"13,468"
1992,Nov,Louisiana,AMBERJACK,6.7,"14,696"
1993,Nov,Louisiana,AMBERJACK,9,"19,750"
1994,Nov,Louisiana,AMBERJACK,7.4,"16,383"
1995,Nov,Louisiana,AMBERJACK,2,"4,460"
1996,Nov,Louisiana,AMBERJACK,3.6,"8,042"
1997,Nov,Louisiana,AMBERJACK,5.7,"12,470"
1998,Nov,Louisiana,AMBERJACK,3.8,"8,295"
1999,Nov,Louisiana,AMBERJACK,6,"13,306"
2000,Nov,Louisiana,"AMBERJACK, GREATER",4,"8,888"
2001,Nov,Louisiana,"AMBERJACK, GREATER",2.7,"5,912"
2002,Nov,Louisiana,"AMBERJACK, GREATER",4.3,"9,438"
2003,Nov,Louisiana,"AMBERJACK, GREATER",5.7,"12,491"
2004,Nov,Louisiana,"AMBERJACK, GREATER",9.4,"20,789"
2006,Nov,Louisiana,"AMBERJACK, GREATER",5,"11,121"
2007,Nov,Louisiana,"AMBERJACK, GREATER",2.4,"5,368"
2008,Nov,Louisiana,"AMBERJACK, GREATER",4,"8,906"
2001,Nov,Louisiana,"AMBERJACK, LESSER",0.5,"1,072"
2002,Nov,Louisiana,"AMBERJACK, LESSER",0.3,693
2003,Nov,Louisiana,"AMBERJACK, LESSER",0.8,"1,701"
2002,Nov,Mississippi,"AMBERJACK, GREATER",0,102
2002,Nov,Mississippi,"AMBERJACK, LESSER",0,34
1990,Nov,Texas,AMBERJACK,0.6,"1,241"
1991,Nov,Texas,AMBERJACK,0.6,"1,306"
1992,Nov,Texas,AMBERJACK,7.2,"15,896"
1993,Nov,Texas,AMBERJACK,2.8,"6,201"
1994,Nov,Texas,"AMBERJACK, GREATER",1.7,"3,737"
1995,Nov,Texas,"AMBERJACK, GREATER",2.2,"4,831"
1996,Nov,Texas,"AMBERJACK, GREATER",2.5,"5,484"
1997,Nov,Texas,"AMBERJACK, GREATER",1.2,"2,637"
1998,Nov,Texas,"AMBERJACK, GREATER",9.6,"21,198"
1999,Nov,Texas,"AMBERJACK, GREATER",2.3,"5,125"
2000,Nov,Texas,"AMBERJACK, GREATER",0.8,"1,830"
2001,Nov,Texas,"AMBERJACK, GREATER",1.8,"3,916"
2002,Nov,Texas,"AMBERJACK, GREATER",1.5,"3,401"
2003,Nov,Texas,"AMBERJACK, GREATER",1.7,"3,845"
2004,Nov,Texas,"AMBERJACK, GREATER",0.7,"1,626"
2005,Nov,Texas,"AMBERJACK, GREATER",1,"2,157"
2006,Nov,Texas,"AMBERJACK, GREATER",0.2,352
2007,Nov,Texas,"AMBERJACK, GREATER",0.3,743
2008,Nov,Texas,"AMBERJACK, GREATER",4.6,"10,205"
2002,Dec,Alabama,AMBERJACK,0,97
2008,Dec,Alabama,AMBERJACK,0.4,842
2002,Dec,Alabama,"AMBERJACK, GREATER",0,78
2003,Dec,Alabama,"AMBERJACK, GREATER",0.4,797
2007,Dec,Alabama,"AMBERJACK, GREATER",1.6,"3,442"
2002,Dec,Alabama,"AMBERJACK, LESSER",0,8
1990,Dec,Florida West Coast,AMBERJACK,27.5,"60,550"
1991,Dec,Florida West Coast,AMBERJACK,27.8,"61,209"
1995,Dec,Florida West Coast,AMBERJACK,1.3,"2,830"
1996,Dec,Florida West Coast,AMBERJACK,0.6,"1,316"
1992,Dec,Florida West Coast,"AMBERJACK, GREATER",63.8,"140,586"
1993,Dec,Florida West Coast,"AMBERJACK, GREATER",34.1,"75,284"
1994,Dec,Florida West Coast,"AMBERJACK, GREATER",34.9,"76,849"
1995,Dec,Florida West Coast,"AMBERJACK, GREATER",30.9,"68,172"
1996,Dec,Florida West Coast,"AMBERJACK, GREATER",45.2,"99,599"
1997,Dec,Florida West Coast,"AMBERJACK, GREATER",28.6,"63,113"
1998,Dec,Florida West Coast,"AMBERJACK, GREATER",29.7,"65,530"
1999,Dec,Florida West Coast,"AMBERJACK, GREATER",29.5,"64,973"
2000,Dec,Florida West Coast,"AMBERJACK, GREATER",17.2,"37,952"
2001,Dec,Florida West Coast,"AMBERJACK, GREATER",20.1,"44,288"
2002,Dec,Florida West Coast,"AMBERJACK, GREATER",21.5,"47,385"
2003,Dec,Florida West Coast,"AMBERJACK, GREATER",19.7,"43,350"
2004,Dec,Florida West Coast,"AMBERJACK, GREATER",21.9,"48,322"
2005,Dec,Florida West Coast,"AMBERJACK, GREATER",38.7,"85,350"
2006,Dec,Florida West Coast,"AMBERJACK, GREATER",14.5,"31,998"
2007,Dec,Florida West Coast,"AMBERJACK, GREATER",23.1,"50,891"
2008,Dec,Florida West Coast,"AMBERJACK, GREATER",26.7,"58,777"
2009,Dec,Florida West Coast,"AMBERJACK, GREATER",8.8,"19,397"
2010,Dec,Florida West Coast,"AMBERJACK, GREATER",5.5,"12,205"
2011,Dec,Florida West Coast,"AMBERJACK, GREATER",7.2,"15,770"
2012,Dec,Florida West Coast,"AMBERJACK, GREATER",2.4,"5,196"
2013,Dec,Florida West Coast,"AMBERJACK, GREATER",2.4,"5,235"
2014,Dec,Florida West Coast,"AMBERJACK, GREATER",4.4,"9,794"
2015,Dec,Florida West Coast,"AMBERJACK, GREATER",4.4,"9,622"
1991,Dec,Florida West Coast,"AMBERJACK, LESSER",1.6,"3,481"
1992,Dec,Florida West Coast,"AMBERJACK, LESSER",1,"2,286"
1993,Dec,Florida West Coast,"AMBERJACK, LESSER",0.4,939
1994,Dec,Florida West Coast,"AMBERJACK, LESSER",0.9,"2,036"
1995,Dec,Florida West Coast,"AMBERJACK, LESSER",1.9,"4,243"
1996,Dec,Florida West Coast,"AMBERJACK, LESSER",2.4,"5,294"
1997,Dec,Florida West Coast,"AMBERJACK, LESSER",1.3,"2,777"
1998,Dec,Florida West Coast,"AMBERJACK, LESSER",0.8,"1,664"
1999,Dec,Florida West Coast,"AMBERJACK, LESSER",0.3,674
2000,Dec,Florida West Coast,"AMBERJACK, LESSER",0.3,685
2001,Dec,Florida West Coast,"AMBERJACK, LESSER",1,"2,217"
2002,Dec,Florida West Coast,"AMBERJACK, LESSER",2.3,"5,033"
2003,Dec,Florida West Coast,"AMBERJACK, LESSER",0.7,"1,488"
2005,Dec,Florida West Coast,"AMBERJACK, LESSER",0.1,145
2006,Dec,Florida West Coast,"AMBERJACK, LESSER",0.2,469
2007,Dec,Florida West Coast,"AMBERJACK, LESSER",0.6,"1,367"
2008,Dec,Florida West Coast,"AMBERJACK, LESSER",0.4,916
2009,Dec,Florida West Coast,"AMBERJACK, LESSER",0.1,185
2011,Dec,Florida West Coast,"AMBERJACK, LESSER",0.3,602
2013,Dec,Florida West Coast,"AMBERJACK, LESSER",0.1,244
2014,Dec,Florida West Coast,"AMBERJACK, LESSER",0.3,660
2015,Dec,Florida West Coast,"AMBERJACK, LESSER",0.2,350
1990,Dec,Louisiana,AMBERJACK,6.2,"13,685"
1991,Dec,Louisiana,AMBERJACK,4.9,"10,877"
1992,Dec,Louisiana,AMBERJACK,8.5,"18,706"
1993,Dec,Louisiana,AMBERJACK,9.6,"21,220"
1994,Dec,Louisiana,AMBERJACK,8.6,"19,025"
1995,Dec,Louisiana,AMBERJACK,8.7,"19,204"
1996,Dec,Louisiana,AMBERJACK,2.7,"5,862"
1997,Dec,Louisiana,AMBERJACK,5.8,"12,893"
1998,Dec,Louisiana,AMBERJACK,3,"6,648"
1999,Dec,Louisiana,AMBERJACK,4.5,"9,928"
2000,Dec,Louisiana,"AMBERJACK, GREATER",2.2,"4,820"
2001,Dec,Louisiana,"AMBERJACK, GREATER",3.7,"8,232"
2002,Dec,Louisiana,"AMBERJACK, GREATER",5.8,"12,833"
2003,Dec,Louisiana,"AMBERJACK, GREATER",5.7,"12,567"
2004,Dec,Louisiana,"AMBERJACK, GREATER",4.5,"10,029"
2006,Dec,Louisiana,"AMBERJACK, GREATER",1.4,"3,195"
2007,Dec,Louisiana,"AMBERJACK, GREATER",1.4,"3,148"
2008,Dec,Louisiana,"AMBERJACK, GREATER",4.6,"10,093"
2002,Dec,Louisiana,"AMBERJACK, LESSER",0.8,"1,846"
2003,Dec,Louisiana,"AMBERJACK, LESSER",0.1,212
2002,Dec,Mississippi,"AMBERJACK, GREATER",0.2,406
2002,Dec,Mississippi,"AMBERJACK, LESSER",0,38
1990,Dec,Texas,AMBERJACK,2.8,"6,185"
1992,Dec,Texas,AMBERJACK,4.8,"10,524"
1993,Dec,Texas,AMBERJACK,2.9,"6,428"
1994,Dec,Texas,"AMBERJACK, GREATER",2,"4,370"
1995,Dec,Texas,"AMBERJACK, GREATER",1,"2,304"
1996,Dec,Texas,"AMBERJACK, GREATER",1.3,"2,860"
1997,Dec,Texas,"AMBERJACK, GREATER",0.5,"1,075"
1998,Dec,Texas,"AMBERJACK, GREATER",2.9,"6,384"
1999,Dec,Texas,"AMBERJACK, GREATER",1.7,"3,709"
2000,Dec,Texas,"AMBERJACK, GREATER",1.2,"2,581"
2001,Dec,Texas,"AMBERJACK, GREATER",0.6,"1,251"
2002,Dec,Texas,"AMBERJACK, GREATER",1.2,"2,688"
2003,Dec,Texas,"AMBERJACK, GREATER",3.5,"7,737"
2004,Dec,Texas,"AMBERJACK, GREATER",0.5,"1,076"
2005,Dec,Texas,"AMBERJACK, GREATER",0.7,"1,499"
2006,Dec,Texas,"AMBERJACK, GREATER",0.5,"1,103"
2007,Dec,Texas,"AMBERJACK, GREATER",1.2,"2,636"
2006,Dec,Texas,"AMBERJACK, LESSER",0.3,604
2017,NSP,Florida West Coast,"AMBERJACK, GREATER",290.2,"639,678"
2017,NSP,Florida West Coast,"AMBERJACK, LESSER",5.8,"12,713"
2017,NSP,Louisiana,"AMBERJACK, GREATER",51.2,"112,934"
2017,NSP,Texas,"AMBERJACK, GREATER",9.5,"21,029"
